"seq","mdptn","email","kyoten","namae","url","ptnid","insdate","sent","sentdate"
"553","40","ayanokouji_akihiro@example.com","","","","5","2012-11-28 11:50:00","0",""
"554","40","hotohara_shidou@example.com","","","","7","2012-11-28 11:50:00","0",""
"554","40","hotohara_shidou@example.com","","","","3","2012-11-28 11:50:00","0",""
"554","40","hotohara_shidou@example.com","","","","2","2012-11-28 11:50:00","0",""
"554","40","hotohara_shidou@example.com","","","","5","2012-11-28 11:50:00","0",""
"555","40","koide_shunji@example.com","","","","7","2012-11-28 11:50:00","0",""
"555","40","koide_shunji@example.com","","","","3","2012-11-28 11:50:00","0",""
"555","40","koide_shunji@example.com","","","","2","2012-11-28 11:50:00","0",""
"555","40","koide_shunji@example.com","","","","5","2012-11-28 11:50:00","0",""
"556","40","shiga_hitori@example.com","","","","7","2012-11-28 11:50:00","0",""
"556","40","shiga_hitori@example.com","","","","3","2012-11-28 11:50:00","0",""
"556","40","shiga_hitori@example.com","","","","2","2012-11-28 11:50:00","0",""
"556","40","shiga_hitori@example.com","","","","5","2012-11-28 11:50:00","0",""
"557","40","sakamoto_nagatoshi@example.com","","","","7","2012-11-28 11:50:00","0",""
"557","40","sakamoto_nagatoshi@example.com","","","","3","2012-11-28 11:50:00","0",""
"557","40","sakamoto_nagatoshi@example.com","","","","2","2012-11-28 11:50:00","0",""
"557","40","sakamoto_nagatoshi@example.com","","","","5","2012-11-28 11:50:00","0",""
"558","40","komatsu_riko@example.com","","","","7","2012-11-28 11:50:00","0",""
"558","40","komatsu_riko@example.com","","","","3","2012-11-28 11:50:00","0",""
"558","40","komatsu_riko@example.com","","","","2","2012-11-28 11:50:00","0",""
"558","40","komatsu_riko@example.com","","","","5","2012-11-28 11:50:00","0",""
"559","40","ooishi_shibori@example.com","","","","7","2012-11-28 11:50:00","0",""
"559","40","ooishi_shibori@example.com","","","","3","2012-11-28 11:50:00","0",""
"559","40","ooishi_shibori@example.com","","","","2","2012-11-28 11:50:00","0",""
"559","40","ooishi_shibori@example.com","","","","5","2012-11-28 11:50:00","0",""
"560","40","yamashiro_hitori@example.com","","","","7","2012-11-28 11:50:00","0",""
"560","40","yamashiro_hitori@example.com","","","","3","2012-11-28 11:50:00","0",""
"560","40","yamashiro_hitori@example.com","","","","2","2012-11-28 11:50:00","0",""
"560","40","yamashiro_hitori@example.com","","","","5","2012-11-28 11:50:00","0",""
"561","40","hamano_yuusuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"561","40","hamano_yuusuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"561","40","hamano_yuusuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"561","40","hamano_yuusuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"562","40","matsumoto_yuujirou@example.com","","","","7","2012-11-28 11:50:00","0",""
"562","40","matsumoto_yuujirou@example.com","","","","3","2012-11-28 11:50:00","0",""
"562","40","matsumoto_yuujirou@example.com","","","","2","2012-11-28 11:50:00","0",""
"562","40","matsumoto_yuujirou@example.com","","","","5","2012-11-28 11:50:00","0",""
"563","40","fujiki_sachie@example.com","","","","7","2012-11-28 11:50:00","0",""
"563","40","fujiki_sachie@example.com","","","","3","2012-11-28 11:50:00","0",""
"563","40","fujiki_sachie@example.com","","","","2","2012-11-28 11:50:00","0",""
"563","40","fujiki_sachie@example.com","","","","5","2012-11-28 11:50:00","0",""
"564","40","kurokawa_atsushi@example.com","","","","7","2012-11-28 11:50:00","0",""
"564","40","kurokawa_atsushi@example.com","","","","3","2012-11-28 11:50:00","0",""
"564","40","kurokawa_atsushi@example.com","","","","2","2012-11-28 11:50:00","0",""
"564","40","kurokawa_atsushi@example.com","","","","5","2012-11-28 11:50:00","0",""
"565","40","hirata_shinichi@example.com","","","","7","2012-11-28 11:50:00","0",""
"565","40","hirata_shinichi@example.com","","","","3","2012-11-28 11:50:00","0",""
"565","40","hirata_shinichi@example.com","","","","2","2012-11-28 11:50:00","0",""
"565","40","hirata_shinichi@example.com","","","","5","2012-11-28 11:50:00","0",""
"566","40","mizushima_tohru@example.com","","","","7","2012-11-28 11:50:00","0",""
"566","40","mizushima_tohru@example.com","","","","3","2012-11-28 11:50:00","0",""
"566","40","mizushima_tohru@example.com","","","","2","2012-11-28 11:50:00","0",""
"566","40","mizushima_tohru@example.com","","","","5","2012-11-28 11:50:00","0",""
"567","40","murai_you@example.com","","","","7","2012-11-28 11:50:00","0",""
"567","40","murai_you@example.com","","","","3","2012-11-28 11:50:00","0",""
"567","40","murai_you@example.com","","","","2","2012-11-28 11:50:00","0",""
"567","40","murai_you@example.com","","","","5","2012-11-28 11:50:00","0",""
"568","40","ishino_nozomi@example.com","","","","7","2012-11-28 11:50:00","0",""
"568","40","ishino_nozomi@example.com","","","","3","2012-11-28 11:50:00","0",""
"568","40","ishino_nozomi@example.com","","","","2","2012-11-28 11:50:00","0",""
"568","40","ishino_nozomi@example.com","","","","5","2012-11-28 11:50:00","0",""
"569","40","miyaji_shiori@example.com","","","","7","2012-11-28 11:50:00","0",""
"569","40","miyaji_shiori@example.com","","","","3","2012-11-28 11:50:00","0",""
"569","40","miyaji_shiori@example.com","","","","2","2012-11-28 11:50:00","0",""
"569","40","miyaji_shiori@example.com","","","","5","2012-11-28 11:50:00","0",""
"570","40","kumagaya_juri@example.com","","","","7","2012-11-28 11:50:00","0",""
"570","40","kumagaya_juri@example.com","","","","3","2012-11-28 11:50:00","0",""
"570","40","kumagaya_juri@example.com","","","","2","2012-11-28 11:50:00","0",""
"570","40","kumagaya_juri@example.com","","","","5","2012-11-28 11:50:00","0",""
"571","40","furuta_michiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"571","40","furuta_michiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"571","40","furuta_michiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"571","40","furuta_michiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"572","40","sonoda_nao@example.com","","","","7","2012-11-28 11:50:00","0",""
"572","40","sonoda_nao@example.com","","","","3","2012-11-28 11:50:00","0",""
"572","40","sonoda_nao@example.com","","","","2","2012-11-28 11:50:00","0",""
"572","40","sonoda_nao@example.com","","","","5","2012-11-28 11:50:00","0",""
"573","40","ootani_kei@example.com","","","","7","2012-11-28 11:50:00","0",""
"573","40","ootani_kei@example.com","","","","3","2012-11-28 11:50:00","0",""
"573","40","ootani_kei@example.com","","","","2","2012-11-28 11:50:00","0",""
"573","40","ootani_kei@example.com","","","","5","2012-11-28 11:50:00","0",""
"574","40","kawahara_kouji@example.com","","","","7","2012-11-28 11:50:00","0",""
"574","40","kawahara_kouji@example.com","","","","3","2012-11-28 11:50:00","0",""
"574","40","kawahara_kouji@example.com","","","","2","2012-11-28 11:50:00","0",""
"574","40","kawahara_kouji@example.com","","","","5","2012-11-28 11:50:00","0",""
"575","40","shibuya_sayuri@example.com","","","","7","2012-11-28 11:50:00","0",""
"575","40","shibuya_sayuri@example.com","","","","3","2012-11-28 11:50:00","0",""
"575","40","shibuya_sayuri@example.com","","","","2","2012-11-28 11:50:00","0",""
"575","40","shibuya_sayuri@example.com","","","","5","2012-11-28 11:50:00","0",""
"576","40","masuda_saya@example.com","","","","7","2012-11-28 11:50:00","0",""
"576","40","masuda_saya@example.com","","","","3","2012-11-28 11:50:00","0",""
"576","40","masuda_saya@example.com","","","","2","2012-11-28 11:50:00","0",""
"576","40","masuda_saya@example.com","","","","5","2012-11-28 11:50:00","0",""
"577","40","takimoto_shinichi@example.com","","","","7","2012-11-28 11:50:00","0",""
"577","40","takimoto_shinichi@example.com","","","","3","2012-11-28 11:50:00","0",""
"577","40","takimoto_shinichi@example.com","","","","2","2012-11-28 11:50:00","0",""
"577","40","takimoto_shinichi@example.com","","","","5","2012-11-28 11:50:00","0",""
"578","40","takanashi_hiroyuki@example.com","","","","7","2012-11-28 11:50:00","0",""
"578","40","takanashi_hiroyuki@example.com","","","","3","2012-11-28 11:50:00","0",""
"578","40","takanashi_hiroyuki@example.com","","","","2","2012-11-28 11:50:00","0",""
"578","40","takanashi_hiroyuki@example.com","","","","5","2012-11-28 11:50:00","0",""
"579","40","nakazato_sora@example.com","","","","7","2012-11-28 11:50:00","0",""
"579","40","nakazato_sora@example.com","","","","3","2012-11-28 11:50:00","0",""
"579","40","nakazato_sora@example.com","","","","2","2012-11-28 11:50:00","0",""
"579","40","nakazato_sora@example.com","","","","5","2012-11-28 11:50:00","0",""
"580","40","fukuoka_katsuhisa@example.com","","","","7","2012-11-28 11:50:00","0",""
"580","40","fukuoka_katsuhisa@example.com","","","","3","2012-11-28 11:50:00","0",""
"580","40","fukuoka_katsuhisa@example.com","","","","2","2012-11-28 11:50:00","0",""
"580","40","fukuoka_katsuhisa@example.com","","","","5","2012-11-28 11:50:00","0",""
"581","40","aikawa_ukyou@example.com","","","","7","2012-11-28 11:50:00","0",""
"581","40","aikawa_ukyou@example.com","","","","3","2012-11-28 11:50:00","0",""
"581","40","aikawa_ukyou@example.com","","","","2","2012-11-28 11:50:00","0",""
"581","40","aikawa_ukyou@example.com","","","","5","2012-11-28 11:50:00","0",""
"582","40","oobayashi_tatsuya@example.com","","","","7","2012-11-28 11:50:00","0",""
"582","40","oobayashi_tatsuya@example.com","","","","3","2012-11-28 11:50:00","0",""
"582","40","oobayashi_tatsuya@example.com","","","","2","2012-11-28 11:50:00","0",""
"582","40","oobayashi_tatsuya@example.com","","","","5","2012-11-28 11:50:00","0",""
"583","40","sasahara_nobuhiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"583","40","sasahara_nobuhiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"583","40","sasahara_nobuhiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"583","40","sasahara_nobuhiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"584","40","nakamura_koutarou@example.com","","","","7","2012-11-28 11:50:00","0",""
"584","40","nakamura_koutarou@example.com","","","","3","2012-11-28 11:50:00","0",""
"584","40","nakamura_koutarou@example.com","","","","2","2012-11-28 11:50:00","0",""
"584","40","nakamura_koutarou@example.com","","","","5","2012-11-28 11:50:00","0",""
"585","40","machida_ken@example.com","","","","7","2012-11-28 11:50:00","0",""
"585","40","machida_ken@example.com","","","","3","2012-11-28 11:50:00","0",""
"585","40","machida_ken@example.com","","","","2","2012-11-28 11:50:00","0",""
"585","40","machida_ken@example.com","","","","5","2012-11-28 11:50:00","0",""
"586","40","yokota_kazuhisa@example.com","","","","7","2012-11-28 11:50:00","0",""
"586","40","yokota_kazuhisa@example.com","","","","3","2012-11-28 11:50:00","0",""
"586","40","yokota_kazuhisa@example.com","","","","2","2012-11-28 11:50:00","0",""
"586","40","yokota_kazuhisa@example.com","","","","5","2012-11-28 11:50:00","0",""
"587","40","kawahata_nobuhiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"587","40","kawahata_nobuhiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"587","40","kawahata_nobuhiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"587","40","kawahata_nobuhiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"588","40","kameda_mitsunori@example.com","","","","7","2012-11-28 11:50:00","0",""
"588","40","kameda_mitsunori@example.com","","","","3","2012-11-28 11:50:00","0",""
"588","40","kameda_mitsunori@example.com","","","","2","2012-11-28 11:50:00","0",""
"588","40","kameda_mitsunori@example.com","","","","5","2012-11-28 11:50:00","0",""
"589","40","urata_yuuichi@example.com","","","","7","2012-11-28 11:50:00","0",""
"589","40","urata_yuuichi@example.com","","","","3","2012-11-28 11:50:00","0",""
"589","40","urata_yuuichi@example.com","","","","2","2012-11-28 11:50:00","0",""
"589","40","urata_yuuichi@example.com","","","","5","2012-11-28 11:50:00","0",""
"590","40","wakayama_kenji@example.com","","","","7","2012-11-28 11:50:00","0",""
"590","40","wakayama_kenji@example.com","","","","3","2012-11-28 11:50:00","0",""
"590","40","wakayama_kenji@example.com","","","","2","2012-11-28 11:50:00","0",""
"590","40","wakayama_kenji@example.com","","","","5","2012-11-28 11:50:00","0",""
"591","40","sasaki_chinatsu@example.com","","","","7","2012-11-28 11:50:00","0",""
"591","40","sasaki_chinatsu@example.com","","","","3","2012-11-28 11:50:00","0",""
"591","40","sasaki_chinatsu@example.com","","","","2","2012-11-28 11:50:00","0",""
"591","40","sasaki_chinatsu@example.com","","","","5","2012-11-28 11:50:00","0",""
"592","40","hatano_masahiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"592","40","hatano_masahiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"592","40","hatano_masahiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"592","40","hatano_masahiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"593","40","hori_misako@example.com","","","","7","2012-11-28 11:50:00","0",""
"593","40","hori_misako@example.com","","","","3","2012-11-28 11:50:00","0",""
"593","40","hori_misako@example.com","","","","2","2012-11-28 11:50:00","0",""
"593","40","hori_misako@example.com","","","","5","2012-11-28 11:50:00","0",""
"594","40","iwanaga_masahiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"594","40","iwanaga_masahiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"594","40","iwanaga_masahiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"594","40","iwanaga_masahiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"595","40","tokushige_hiroyuki@example.com","","","","7","2012-11-28 11:50:00","0",""
"595","40","tokushige_hiroyuki@example.com","","","","3","2012-11-28 11:50:00","0",""
"595","40","tokushige_hiroyuki@example.com","","","","2","2012-11-28 11:50:00","0",""
"595","40","tokushige_hiroyuki@example.com","","","","5","2012-11-28 11:50:00","0",""
"596","40","narumi_kenji@example.com","","","","7","2012-11-28 11:50:00","0",""
"596","40","narumi_kenji@example.com","","","","3","2012-11-28 11:50:00","0",""
"596","40","narumi_kenji@example.com","","","","2","2012-11-28 11:50:00","0",""
"596","40","narumi_kenji@example.com","","","","5","2012-11-28 11:50:00","0",""
"597","40","kitazawa_chikako@example.com","","","","7","2012-11-28 11:50:00","0",""
"597","40","kitazawa_chikako@example.com","","","","3","2012-11-28 11:50:00","0",""
"597","40","kitazawa_chikako@example.com","","","","2","2012-11-28 11:50:00","0",""
"597","40","kitazawa_chikako@example.com","","","","5","2012-11-28 11:50:00","0",""
"598","40","aoi_ikuji@example.com","","","","7","2012-11-28 11:50:00","0",""
"598","40","aoi_ikuji@example.com","","","","3","2012-11-28 11:50:00","0",""
"598","40","aoi_ikuji@example.com","","","","2","2012-11-28 11:50:00","0",""
"598","40","aoi_ikuji@example.com","","","","5","2012-11-28 11:50:00","0",""
"599","40","kawano_risa@example.com","","","","7","2012-11-28 11:50:00","0",""
"599","40","kawano_risa@example.com","","","","3","2012-11-28 11:50:00","0",""
"599","40","kawano_risa@example.com","","","","2","2012-11-28 11:50:00","0",""
"599","40","kawano_risa@example.com","","","","5","2012-11-28 11:50:00","0",""
"600","40","urano_sousuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"600","40","urano_sousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"600","40","urano_sousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"600","40","urano_sousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"601","40","igawa_nagisa@example.com","","","","7","2012-11-28 11:50:00","0",""
"601","40","igawa_nagisa@example.com","","","","3","2012-11-28 11:50:00","0",""
"601","40","igawa_nagisa@example.com","","","","2","2012-11-28 11:50:00","0",""
"601","40","igawa_nagisa@example.com","","","","5","2012-11-28 11:50:00","0",""
"602","40","tsumabuki_tohru@example.com","","","","7","2012-11-28 11:50:00","0",""
"602","40","tsumabuki_tohru@example.com","","","","3","2012-11-28 11:50:00","0",""
"602","40","tsumabuki_tohru@example.com","","","","2","2012-11-28 11:50:00","0",""
"602","40","tsumabuki_tohru@example.com","","","","5","2012-11-28 11:50:00","0",""
"603","40","mori_yuuichi@example.com","","","","7","2012-11-28 11:50:00","0",""
"603","40","mori_yuuichi@example.com","","","","3","2012-11-28 11:50:00","0",""
"603","40","mori_yuuichi@example.com","","","","2","2012-11-28 11:50:00","0",""
"603","40","mori_yuuichi@example.com","","","","5","2012-11-28 11:50:00","0",""
"604","40","aiba_ken@example.com","","","","7","2012-11-28 11:50:00","0",""
"604","40","aiba_ken@example.com","","","","3","2012-11-28 11:50:00","0",""
"604","40","aiba_ken@example.com","","","","2","2012-11-28 11:50:00","0",""
"604","40","aiba_ken@example.com","","","","5","2012-11-28 11:50:00","0",""
"605","40","kumakura_masahiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"605","40","kumakura_masahiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"605","40","kumakura_masahiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"605","40","kumakura_masahiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"606","40","yada_michiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"606","40","yada_michiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"606","40","yada_michiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"606","40","yada_michiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"607","40","nishihara_ryou@example.com","","","","7","2012-11-28 11:50:00","0",""
"607","40","nishihara_ryou@example.com","","","","3","2012-11-28 11:50:00","0",""
"607","40","nishihara_ryou@example.com","","","","2","2012-11-28 11:50:00","0",""
"607","40","nishihara_ryou@example.com","","","","5","2012-11-28 11:50:00","0",""
"608","40","hama_hitomi@example.com","","","","7","2012-11-28 11:50:00","0",""
"608","40","hama_hitomi@example.com","","","","3","2012-11-28 11:50:00","0",""
"608","40","hama_hitomi@example.com","","","","2","2012-11-28 11:50:00","0",""
"608","40","hama_hitomi@example.com","","","","5","2012-11-28 11:50:00","0",""
"609","40","shinohara_megumi@example.com","","","","7","2012-11-28 11:50:00","0",""
"609","40","shinohara_megumi@example.com","","","","3","2012-11-28 11:50:00","0",""
"609","40","shinohara_megumi@example.com","","","","2","2012-11-28 11:50:00","0",""
"609","40","shinohara_megumi@example.com","","","","5","2012-11-28 11:50:00","0",""
"610","40","kita_shidou@example.com","","","","7","2012-11-28 11:50:00","0",""
"610","40","kita_shidou@example.com","","","","3","2012-11-28 11:50:00","0",""
"610","40","kita_shidou@example.com","","","","2","2012-11-28 11:50:00","0",""
"610","40","kita_shidou@example.com","","","","5","2012-11-28 11:50:00","0",""
"611","40","hosono_dankichi@example.com","","","","7","2012-11-28 11:50:00","0",""
"611","40","hosono_dankichi@example.com","","","","3","2012-11-28 11:50:00","0",""
"611","40","hosono_dankichi@example.com","","","","2","2012-11-28 11:50:00","0",""
"611","40","hosono_dankichi@example.com","","","","5","2012-11-28 11:50:00","0",""
"612","40","nakajima_arata@example.com","","","","7","2012-11-28 11:50:00","0",""
"612","40","nakajima_arata@example.com","","","","3","2012-11-28 11:50:00","0",""
"612","40","nakajima_arata@example.com","","","","2","2012-11-28 11:50:00","0",""
"612","40","nakajima_arata@example.com","","","","5","2012-11-28 11:50:00","0",""
"613","40","hosoyama_masayo@example.com","","","","7","2012-11-28 11:50:00","0",""
"613","40","hosoyama_masayo@example.com","","","","3","2012-11-28 11:50:00","0",""
"613","40","hosoyama_masayo@example.com","","","","2","2012-11-28 11:50:00","0",""
"613","40","hosoyama_masayo@example.com","","","","5","2012-11-28 11:50:00","0",""
"614","40","sano_naoto@example.com","","","","7","2012-11-28 11:50:00","0",""
"614","40","sano_naoto@example.com","","","","3","2012-11-28 11:50:00","0",""
"614","40","sano_naoto@example.com","","","","2","2012-11-28 11:50:00","0",""
"614","40","sano_naoto@example.com","","","","5","2012-11-28 11:50:00","0",""
"615","40","matsumura_hitomi@example.com","","","","7","2012-11-28 11:50:00","0",""
"615","40","matsumura_hitomi@example.com","","","","3","2012-11-28 11:50:00","0",""
"615","40","matsumura_hitomi@example.com","","","","2","2012-11-28 11:50:00","0",""
"615","40","matsumura_hitomi@example.com","","","","5","2012-11-28 11:50:00","0",""
"616","40","mihashi_atsushi@example.com","","","","7","2012-11-28 11:50:00","0",""
"616","40","mihashi_atsushi@example.com","","","","3","2012-11-28 11:50:00","0",""
"616","40","mihashi_atsushi@example.com","","","","2","2012-11-28 11:50:00","0",""
"616","40","mihashi_atsushi@example.com","","","","5","2012-11-28 11:50:00","0",""
"617","40","mizuno_masashi@example.com","","","","7","2012-11-28 11:50:00","0",""
"617","40","mizuno_masashi@example.com","","","","3","2012-11-28 11:50:00","0",""
"617","40","mizuno_masashi@example.com","","","","2","2012-11-28 11:50:00","0",""
"617","40","mizuno_masashi@example.com","","","","5","2012-11-28 11:50:00","0",""
"618","40","kida_kimiaki@example.com","","","","7","2012-11-28 11:50:00","0",""
"618","40","kida_kimiaki@example.com","","","","3","2012-11-28 11:50:00","0",""
"618","40","kida_kimiaki@example.com","","","","2","2012-11-28 11:50:00","0",""
"618","40","kida_kimiaki@example.com","","","","5","2012-11-28 11:50:00","0",""
"619","40","matsui_misa@example.com","","","","7","2012-11-28 11:50:00","0",""
"619","40","matsui_misa@example.com","","","","3","2012-11-28 11:50:00","0",""
"619","40","matsui_misa@example.com","","","","2","2012-11-28 11:50:00","0",""
"619","40","matsui_misa@example.com","","","","5","2012-11-28 11:50:00","0",""
"620","40","imai_kousuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"620","40","imai_kousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"620","40","imai_kousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"620","40","imai_kousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"621","40","yamano_rio@example.com","","","","7","2012-11-28 11:50:00","0",""
"621","40","yamano_rio@example.com","","","","3","2012-11-28 11:50:00","0",""
"621","40","yamano_rio@example.com","","","","2","2012-11-28 11:50:00","0",""
"621","40","yamano_rio@example.com","","","","5","2012-11-28 11:50:00","0",""
"622","40","yamazaki_mahiru@example.com","","","","7","2012-11-28 11:50:00","0",""
"622","40","yamazaki_mahiru@example.com","","","","3","2012-11-28 11:50:00","0",""
"622","40","yamazaki_mahiru@example.com","","","","2","2012-11-28 11:50:00","0",""
"622","40","yamazaki_mahiru@example.com","","","","5","2012-11-28 11:50:00","0",""
"623","40","yokota_keiji@example.com","","","","7","2012-11-28 11:50:00","0",""
"623","40","yokota_keiji@example.com","","","","3","2012-11-28 11:50:00","0",""
"623","40","yokota_keiji@example.com","","","","2","2012-11-28 11:50:00","0",""
"623","40","yokota_keiji@example.com","","","","5","2012-11-28 11:50:00","0",""
"624","40","ogawa_masakazu@example.com","","","","7","2012-11-28 11:50:00","0",""
"624","40","ogawa_masakazu@example.com","","","","3","2012-11-28 11:50:00","0",""
"624","40","ogawa_masakazu@example.com","","","","2","2012-11-28 11:50:00","0",""
"624","40","ogawa_masakazu@example.com","","","","5","2012-11-28 11:50:00","0",""
"625","40","miwa_michiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"625","40","miwa_michiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"625","40","miwa_michiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"625","40","miwa_michiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"626","40","ishida_masayo@example.com","","","","7","2012-11-28 11:50:00","0",""
"626","40","ishida_masayo@example.com","","","","3","2012-11-28 11:50:00","0",""
"626","40","ishida_masayo@example.com","","","","2","2012-11-28 11:50:00","0",""
"626","40","ishida_masayo@example.com","","","","5","2012-11-28 11:50:00","0",""
"627","40","nishino_noriko@example.com","","","","7","2012-11-28 11:50:00","0",""
"627","40","nishino_noriko@example.com","","","","3","2012-11-28 11:50:00","0",""
"627","40","nishino_noriko@example.com","","","","2","2012-11-28 11:50:00","0",""
"627","40","nishino_noriko@example.com","","","","5","2012-11-28 11:50:00","0",""
"628","40","hanada_mitsuru@example.com","","","","7","2012-11-28 11:50:00","0",""
"628","40","hanada_mitsuru@example.com","","","","3","2012-11-28 11:50:00","0",""
"628","40","hanada_mitsuru@example.com","","","","2","2012-11-28 11:50:00","0",""
"628","40","hanada_mitsuru@example.com","","","","5","2012-11-28 11:50:00","0",""
"629","40","namiki_katsumi@example.com","","","","7","2012-11-28 11:50:00","0",""
"629","40","namiki_katsumi@example.com","","","","3","2012-11-28 11:50:00","0",""
"629","40","namiki_katsumi@example.com","","","","2","2012-11-28 11:50:00","0",""
"629","40","namiki_katsumi@example.com","","","","5","2012-11-28 11:50:00","0",""
"630","40","wakabayashi_maki@example.com","","","","7","2012-11-28 11:50:00","0",""
"630","40","wakabayashi_maki@example.com","","","","3","2012-11-28 11:50:00","0",""
"630","40","wakabayashi_maki@example.com","","","","2","2012-11-28 11:50:00","0",""
"630","40","wakabayashi_maki@example.com","","","","5","2012-11-28 11:50:00","0",""
"631","40","kusunoki_haruka@example.com","","","","7","2012-11-28 11:50:00","0",""
"631","40","kusunoki_haruka@example.com","","","","3","2012-11-28 11:50:00","0",""
"631","40","kusunoki_haruka@example.com","","","","2","2012-11-28 11:50:00","0",""
"631","40","kusunoki_haruka@example.com","","","","5","2012-11-28 11:50:00","0",""
"632","40","haraguchi_haruka@example.com","","","","7","2012-11-28 11:50:00","0",""
"632","40","haraguchi_haruka@example.com","","","","3","2012-11-28 11:50:00","0",""
"632","40","haraguchi_haruka@example.com","","","","2","2012-11-28 11:50:00","0",""
"632","40","haraguchi_haruka@example.com","","","","5","2012-11-28 11:50:00","0",""
"633","40","yoshizaki_yuki@example.com","","","","7","2012-11-28 11:50:00","0",""
"633","40","yoshizaki_yuki@example.com","","","","3","2012-11-28 11:50:00","0",""
"633","40","yoshizaki_yuki@example.com","","","","2","2012-11-28 11:50:00","0",""
"633","40","yoshizaki_yuki@example.com","","","","5","2012-11-28 11:50:00","0",""
"634","40","asanuma_george@example.com","","","","7","2012-11-28 11:50:00","0",""
"634","40","asanuma_george@example.com","","","","3","2012-11-28 11:50:00","0",""
"634","40","asanuma_george@example.com","","","","2","2012-11-28 11:50:00","0",""
"634","40","asanuma_george@example.com","","","","5","2012-11-28 11:50:00","0",""
"635","40","hashino_hikaru@example.com","","","","7","2012-11-28 11:50:00","0",""
"635","40","hashino_hikaru@example.com","","","","3","2012-11-28 11:50:00","0",""
"635","40","hashino_hikaru@example.com","","","","2","2012-11-28 11:50:00","0",""
"635","40","hashino_hikaru@example.com","","","","5","2012-11-28 11:50:00","0",""
"636","40","kawasaki_akihiro@example.com","","","","7","2012-11-28 11:50:00","0",""
"636","40","kawasaki_akihiro@example.com","","","","3","2012-11-28 11:50:00","0",""
"636","40","kawasaki_akihiro@example.com","","","","2","2012-11-28 11:50:00","0",""
"636","40","kawasaki_akihiro@example.com","","","","5","2012-11-28 11:50:00","0",""
"637","40","ihara_miho@example.com","","","","7","2012-11-28 11:50:00","0",""
"637","40","ihara_miho@example.com","","","","3","2012-11-28 11:50:00","0",""
"637","40","ihara_miho@example.com","","","","2","2012-11-28 11:50:00","0",""
"637","40","ihara_miho@example.com","","","","5","2012-11-28 11:50:00","0",""
"638","40","kannbara_kousuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"638","40","kannbara_kousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"638","40","kannbara_kousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"638","40","kannbara_kousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"639","40","sugimoto_megumi@example.com","","","","7","2012-11-28 11:50:00","0",""
"639","40","sugimoto_megumi@example.com","","","","3","2012-11-28 11:50:00","0",""
"639","40","sugimoto_megumi@example.com","","","","2","2012-11-28 11:50:00","0",""
"639","40","sugimoto_megumi@example.com","","","","5","2012-11-28 11:50:00","0",""
"640","40","oowada_misaki@example.com","","","","7","2012-11-28 11:50:00","0",""
"640","40","oowada_misaki@example.com","","","","3","2012-11-28 11:50:00","0",""
